'NOFACTURA','FECHA','NOVENTA','RFCCLIENTE'
5010,26/07/11,98028,'SAMA930214S44'
5011,23/06/13,336261,'CAOU841206C34'
5012,11/04/16,508135,'RORA840902R17'
5013,04/09/14,562476,'BRAU750129B55'
11625,30/04/15,155471,'CACL961123C14'
11626,22/10/12,95693,'HEJE511214J11'
11627,04/12/13,547903,'ALCJ000610A49'
11628,17/09/13,340644,'GOGP700306G38'
11629,27/12/14,154965,'FULJ620711F53'
11630,12/12/13,272037,'CAPE960809C20'
11631,22/10/13,118457,'PASP521105S24'
11632,18/02/13,257994,'MASE890124M25'
11633,10/09/16,105403,'DESE581004S26'
11634,19/08/12,552429,'SAUL610816S3'
11635,26/08/10,179078,'GADG720916D17'
11636,18/07/16,545399,'LIAE580830A45'
11637,05/09/14,325045,'CAPL870213P36'
11638,07/07/12,8450,'CAPL850227P55'
11639,05/04/12,155655,'RUDB471026D24'
11640,23/05/13,463593,'ESAW600524A15'
11641,30/12/14,547585,'YEUA961021Y29'
11642,17/10/11,192236,'PAVJ450926V55'
11643,30/07/15,245300,'HIZE850531Z24'
11644,13/11/16,272316,'UBRF690920U38'
11645,22/03/15,170319,'ALPA690809P55'
11646,17/02/10,443350,'PAVG650724PAV'
11647,06/09/13,391362,'GOVF790208G16'
11648,09/09/14,46640,'REPS410607P44'
11649,21/01/15,560632,'NAGD991013N39'
11650,08/02/15,481358,'GALL860428G22'
11651,22/10/14,462245,'BOSR591126S29'
11652,09/12/16,152895,'DEVH680505V21'
11653,18/11/14,359264,'SUNF630508N24'
11654,16/12/10,521954,'MAMC610825MAM'
11655,21/02/15,253599,'NACI860603C41'
11656,01/12/15,76864,'SACE050825S7'
11657,21/07/11,22245,'SOII640429SOI'
11658,25/10/15,259561,'PEAV781208P23'
11659,13/04/16,337273,'SASD021115S33'
11660,17/05/13,70033,'RUPA850216R25'
11661,20/11/16,319523,'BOSG780911B25'
11662,27/02/16,189646,'JOPG700912J45'
11663,23/09/10,350488,'GUSE990920GUS'
11664,26/01/15,185913,'CACI660601C20'
11665,29/01/13,302461,'GUCN650916C4'
11666,23/09/15,231367,'SADO061007S24'
11667,22/02/12,451001,'NUPL720506P16'
11668,10/04/16,269227,'JUZH921024J18'
11669,02/11/13,69379,'MODE831128M8'
11670,26/01/16,553676,'FER940427FER'
11671,10/03/16,240995,'LODA650217D20'
11672,15/10/14,338479,'DICJ680608C29'
11673,01/03/10,108014,'MALJ680216M55'
11674,20/07/15,315606,'GOPM510723P17'
11675,19/10/13,68015,'BRJA590925J27'
11676,04/05/11,132926,'COLK700203L36'
11677,13/06/12,157915,'IZSO790123I56'
11678,21/05/10,178815,'NUJE411014J26'
11679,07/08/10,347738,'PRO820815KJQ'
11680,02/02/10,529463,'ZUGP480423G49'
11681,16/08/15,409888,'ESMR680202M37'
11682,26/11/10,480672,'MAMM750206M14'
11683,30/08/12,19657,'SABJ630330S36'
11684,29/04/10,61428,'VEOE970519V34'
11685,10/10/14,212611,'MOCM690331M17'
11686,28/01/15,418729,'RUAU801019A23'
11687,15/02/12,528373,'UBLM660403L38'
11688,14/04/13,551145,'BAN891217MIJ'
11689,06/12/16,436144,'RUSM990327R44'
11690,28/08/13,357037,'DEGJ900722D33'
11691,28/06/10,192463,'IGCC441128C30'
11692,01/04/10,486373,'PART810510P45'
11693,04/11/12,551720,'CEVM820428C37'
11694,17/01/17,405044,'SAPC621118P4'
11695,01/02/11,543605,'DISN460209S7'
11696,22/05/11,216273,'SASI420912S54'
11697,19/11/10,133583,'RUPE930321R43'
11698,02/06/12,509935,'MOQG861108M30'
11699,30/07/12,520358,'LEQL020529L8'
11700,11/04/13,542221,'FRAJ620512F49'
11701,02/05/13,399003,'RUPF730704R8'
11702,18/04/16,25877,'VECL000418V5'
11703,25/02/10,546929,'COCL691208C39'
11704,05/07/14,330651,'LURB700212L16'
11705,27/08/11,285719,'DEJP661110J34'
11706,24/08/14,185348,'RAGE920320R59'
11707,15/03/14,127170,'MOVB511026V53'
11708,18/10/15,468795,'BOVN611005B59'
11709,29/07/14,241225,'MALA731024L35'
11710,28/08/14,164212,'MOOD791028M51'
11711,29/05/10,178932,'VACJ490716C10'
11712,18/04/10,149318,'AGJR910410AGJ'
11713,01/04/14,182260,'RUCH800916C8'
11714,04/06/12,351811,'MOGP910516M9'
11715,03/09/15,358766,'LOGA490708G10'
11716,06/09/16,60484,'CASS590918S9'
11717,16/12/10,318595,'ROGP720910G24'
11718,25/12/16,270497,'PRDA640304D18'
11719,13/03/10,253846,'MANR470816N20'
11720,23/12/10,213707,'GUDL700510GUD'
11721,16/12/10,434099,'ESQY990801E44'
11722,03/07/14,464493,'FIBA530924B10'
11723,03/10/10,4366,'COCF531008C10'
11724,18/09/12,47671,'COUD820805C11'
11725,25/01/17,184273,'GAAM931218G33'
11726,15/09/15,123288,'BUAA990603B32'
11727,11/05/11,66619,'DELD601128L25'
11728,07/06/14,155292,'VASN490816S7'
11729,03/10/14,179944,'OLHL810215H6'
11730,05/02/11,557908,'CRDE590406D1'
11731,22/11/11,349522,'VICC860704V19'
11732,29/10/10,13655,'LIPS861010L46'
11733,07/11/13,515812,'RACA870726C37'
11734,18/09/13,118083,'UBRA720329R41'
11735,24/10/14,122517,'GIAI040929G17'
11736,13/01/12,154158,'VEVI981110V20'
11737,11/08/15,207086,'GOGM660602G40'
11738,19/09/12,327550,'GORE990210G54'
11739,05/11/11,94488,'GOBJ980325G16'
11740,22/10/16,87298,'MALG800322L36'
11741,21/01/10,4392,'SOR940814GJG'
11742,02/08/11,266101,'HIIA960401H3'
11743,28/11/10,185610,'VERD860909V46'
11744,26/04/11,265555,'JIBF031110J2'
11745,05/01/17,244582,'GOPM010917G1'
11746,27/04/11,70353,'MOSH061010M29'
11747,09/05/14,360056,'GIRJ860918G16'
11748,07/12/10,111070,'MISM510323S37'
11749,24/03/15,144468,'JIHE980308J2'
11750,25/02/13,83147,'SORL630308S12'
11751,29/08/12,387641,'DELE070411D12'
11752,06/04/12,340352,'SUUM631114S40'
11753,08/10/12,214829,'BADN680927B23'
11754,30/07/11,90984,'GANT920921G25'
11755,11/11/10,395765,'FRSE660409S44'
11756,11/10/12,345344,'COPW730106C31'
11757,05/02/12,311188,'ORLI660314O10'
11758,16/12/16,550814,'ARMM520324M27'
11759,25/03/10,359254,'DUEU680405D49'
11760,30/01/11,92062,'DEBV660730B37'
11761,29/04/13,50953,'RANN980324R24'
11762,17/06/15,321453,'BLGJ880818B22'
11763,21/07/15,58992,'BEGG030413B49'
11764,01/02/13,229346,'CON960524LBW'
11765,17/02/16,808,'CEN030628TCC'
11766,26/09/15,360347,'COAD570622A11'
11767,06/03/14,534098,'MIQE931219M27'
11768,22/11/15,173622,'SADB900630D44'
11769,29/07/16,108617,'SUAI670924S26'
11770,09/08/13,36441,'CRDJ610418CRD'
11771,25/10/12,359953,'ASQM841214Q52'
11772,27/09/15,77989,'REAN050522R20'
11773,24/08/12,317488,'HILA701215L54'
11774,14/12/15,193656,'PEMM761108M29'
11775,20/07/14,87081,'MAJA731017M5'
11776,23/03/16,362676,'COJY950101C47'
11777,28/02/10,26831,'GAVJ650829V20'
11778,20/05/15,290876,'BRMM750321M2'
11779,23/03/12,37276,'MAMI071025M8'
11780,07/02/17,374933,'PAVP070305P9'
11781,30/04/10,434249,'MAVC720730V44'
11782,19/01/11,72522,'COPE780614C52'
11783,13/01/11,208144,'SAVH680823V12'
20349,29/03/10,62117,'FLAC060531F59'
20350,13/08/16,397732,'LONA491022N36'
20351,27/02/16,475486,'IZLG971125IZL'
20352,18/11/15,298778,'DECF810203C44'
20353,08/07/12,316577,'ALRG050127A49'
20354,03/03/14,348204,'GAVF010711G39'
20355,28/05/14,223864,'DICJ690911C41'
20356,14/01/12,366418,'SOGG770523G29'
20357,20/09/16,327346,'SCP980801XLC'
20358,27/08/16,289982,'FER960623VPV'
20359,06/06/13,546476,'RURE820920R22'
20360,25/11/13,378208,'FRMJ620710FRM'
20361,07/05/10,170469,'MAVD841123V15'
20362,09/01/13,288200,'PIJC860407P30'
20363,22/12/11,37662,'MAOA950227M18'
20364,23/03/11,255914,'COSC040419COS'
20365,30/07/10,118063,'VAMM041204V17'
20366,24/04/16,3230,'CAAR700617C30'
20367,22/02/16,395883,'MOJM450514J14'
20368,05/02/15,149487,'COHM090825C19'
20369,21/04/10,484208,'VAAF680521A30'
20370,09/12/11,66878,'MUSA730402M37'
20371,20/02/15,343865,'CAJC410409J44'
20372,31/10/12,92908,'CAVE840816C17'
20373,11/05/12,175402,'RESE450710S3'
20374,05/04/15,295249,'ARVD650401V25'
20375,26/07/11,296874,'GALJ680530G54'
20376,23/05/14,49444,'CAHL630301H36'
20377,07/07/15,58483,'LOCJ651106C11'
20378,13/06/16,321176,'DERA690217R39'
20379,05/06/11,360611,'ROVA020525R18'
20380,06/11/14,168178,'CACM970411CAC'
20381,29/05/12,561470,'SUSA890328S8'
20382,28/02/17,541151,'MUJE641213J52'
20383,02/03/10,141036,'GUMA020219G18'
20384,08/11/15,303343,'COIS541027I48'
20385,21/05/15,327273,'ROCA510916C29'
20386,10/08/14,31586,'FILC651208L4'
20387,30/09/15,269831,'CANA760729C46'
20388,12/08/13,46342,'VICU810922V17'
20389,25/03/15,212288,'JIGG421119G19'
20390,04/10/10,278416,'DEGJ640430D26'
20391,09/07/12,40158,'OFI891119GFV'
20392,30/07/15,554167,'GAPN881025P11'
20393,21/01/12,148478,'LOMA610902M11'
20394,25/06/15,124172,'REFM821218F38'
20395,15/01/12,469057,'VIPH980209VIP'
20396,29/11/15,184809,'PASU640605S4'
20397,28/05/16,450319,'GONM020801G49'
20398,09/11/11,232519,'NANE750907N26'
20399,01/02/12,1425,'FELD610123L22'
20400,28/03/12,326327,'COMJ100326C9'
20401,24/03/14,328992,'VADJ090425V23'
20402,17/10/13,173023,'ALVG020224A26'
20403,05/02/11,445257,'FEAP640708A38'
20404,10/08/14,318883,'LUSM661117L23'
20405,27/08/12,77854,'CEN990727RWT'
20406,06/03/14,159888,'ALPB430415P17'
20407,02/05/14,210285,'JIAC870507A41'
20408,15/04/12,244696,'ULRR540228R44'
20409,26/06/15,494620,'CANB880409N53'
20410,07/05/11,113567,'REAS860220REA'
20411,22/10/13,195363,'ALPJ990510A9'
20412,23/01/13,122938,'NAMA760909N51'
20413,04/05/16,430810,'PIFA800219P24'
20414,28/05/13,103747,'RAGP830111G38'
20415,25/05/15,337904,'VAFE480312F16'
20416,25/03/14,444544,'COPI620821COP'
20417,16/08/10,329469,'HEGI060308H47'
20418,21/03/10,316108,'FLCL891103C42'
20419,07/06/11,213081,'NELL970726N23'
20420,24/04/13,233389,'IBDA571010D56'
20421,22/05/10,107623,'SICC670328C37'
20422,10/08/16,335440,'VEGM650529V53'
20423,05/12/12,177864,'MOCA730813C19'
20424,21/09/13,199162,'PAPA660815P37'
20425,25/01/17,392866,'ANVE640411A40'
20426,06/02/15,80368,'MANA650731N15'
20427,02/08/10,343386,'ESLY610310E48'
20428,06/11/12,272745,'NIVS700705V44'
20429,15/09/14,186828,'SOZA761112Z9'
20430,22/05/14,385075,'VIDM780104D36'
20431,26/07/14,79048,'PASA040719P7'
20432,01/05/10,539918,'URGI750124U20'
20433,09/03/13,142415,'DEGE560625G59'
20434,14/02/11,237453,'LIOM610219O9'
20435,17/10/15,377062,'CACP750318C58'
20436,26/05/13,71992,'HINS670210HIN'
20437,24/07/12,255363,'VERG790406V19'
20438,13/02/14,380792,'MOCA480509C28'
20439,09/02/10,290942,'ALGL710213G5'
20440,21/10/13,109941,'F A021111BRL'
20441,16/09/10,113392,'NANS890626N39'
20442,05/09/16,45477,'ALGD730716G9'
20443,19/03/10,233942,'MURA740314M56'
20444,24/08/15,174601,'CRCM890312C17'
20445,05/09/11,58452,'PIC050306XFS'
20446,21/09/13,458176,'DEVC040503D23'
20447,10/10/11,5294,'GAMM701013M26'
20448,22/01/10,332081,'HECM480709C11'
20449,09/03/11,365582,'CELI921009C43'
20450,09/03/11,94302,'DILE070423DIL'
20451,12/02/11,3530,'ORCM670420C28'
20452,20/01/14,551245,'VAVA660627V56'
20453,22/08/10,150881,'CASM960909CAS'
20454,06/04/12,141988,'VENJ831103N59'
20455,01/10/14,349899,'GICI820626GIC'
20456,23/05/14,559296,'NEAU640521N19'
20457,13/11/15,176380,'HIGE660511H13'
20458,25/05/11,478040,'BUCJ610406B4'
20459,18/05/11,123729,'BRFC501119F51'
20460,10/10/12,33733,'GUMM860114M34'
20461,11/03/13,396552,'CALV600416L29'
20462,25/08/16,101033,'EST070317PBJ'
20463,09/02/14,215407,'LOLM470825L42'
20464,09/04/12,258009,'RULE720609R33'
20465,19/08/14,116862,'MOHN960304MOH'
20466,05/03/12,61052,'ORSA570514S21'
20467,31/03/15,179209,'ALGO610928G44'
20468,02/07/13,282550,'RURA931013R19'
20469,28/05/12,378318,'OLHJ840313H5'
20470,09/06/16,409200,'PAER920830P35'
20471,04/10/14,354277,'LOSE650814S25'
20472,09/05/15,192777,'VINJ450729N59'
20473,23/02/14,441751,'CEN711127CEN'
20474,14/01/15,183778,'AGVJ991227AGV'
20475,16/09/14,392024,'ESPA520909P37'
20476,18/07/11,66427,'GOSF471103S23'
20477,18/10/14,183709,'MOAA411124A27'
20478,03/04/13,345868,'SUME761014S0'
20479,02/09/12,362428,'FEGO680405G58'
20480,28/02/14,384962,'BEVI510620V44'
20481,07/05/15,440459,'BLMJ810614B37'
20482,16/04/16,254090,'MERM070211M16'
20483,18/07/16,160354,'GUA070721HOU'
20484,18/09/10,386258,'DEME070602D13'
20485,15/12/10,127686,'ALAM811127A30'
20486,26/11/16,2523,'GOSE791210G55'
20487,29/11/15,299936,'GIDM791030G9'
20488,05/06/12,477361,'GAPM030525GAP'
20489,28/04/15,310401,'GIQE420902Q28'
20490,02/07/11,326694,'ROPC661220P47'
20491,08/04/14,50974,'NEDA660309N36'
20492,31/03/14,562345,'GASD840420G9'
20493,12/03/11,378484,'ALRB800417A59'
20494,12/01/14,64185,'NEGM750205NEG'
20495,08/07/14,189102,'SAOL901212O6'
20496,24/02/13,115934,'GAGA020629G17'
20497,20/06/13,10736,'CABA990906C40'
20498,27/07/11,431560,'GUGA600202G29'
20499,18/06/16,81835,'PAFB860505F43'
20500,05/08/10,542059,'DEIU550610I7'
20501,06/09/11,168540,'MADR040618M50'
20502,30/04/13,551896,'MASI590406S37'
20503,16/09/13,160866,'LONG810115LON'
20504,17/10/12,503617,'GUCR770725C12'
20505,18/12/16,426758,'JOFE070902J20'
20506,07/10/13,378782,'GOPL640221P36'
20507,17/03/10,517300,'GILE790627G7'
20508,05/06/13,366193,'GASF630623G57'
20509,11/05/13,86700,'DEMJ490817M34'
20510,04/08/12,456025,'CADT000322CAD'
20511,04/10/12,539506,'BEFM621001F42'
20512,22/12/15,71275,'DEDM411016D37'
20513,17/12/13,141144,'MAUB010401M58'
20514,12/10/16,281528,'ESDW740919ESD'
20515,27/10/10,402804,'HIUS700406H43'
20516,19/02/14,206266,'RARU610608R54'
20517,23/03/14,358127,'RORD800603R45'
20518,13/10/15,203588,'BESI760119B58'
20519,31/05/15,404647,'LOPN501122P34'
20520,11/05/10,487967,'DOBI770802D10'
20521,01/06/13,80561,'QUAI680805Q25'
20522,26/02/16,312565,'PRJE811106P28'
20523,24/07/14,3574,'ORRO081105ORR'
20524,07/04/12,407872,'ALCA620104A36'
20525,18/01/15,78089,'GAPA940202G28'
20526,02/03/15,317181,'MACM001106M35'
20527,01/09/11,549299,'MERG711102M27'
20528,15/12/10,489878,'ESPJ480822P21'
20529,20/08/16,503666,'VESM750818V25'
20530,18/05/13,241975,'DEGG620808D59'
20531,08/06/13,163857,'MACM560215C26'
20532,27/10/11,437632,'HEHG930313H46'
20533,17/01/10,54067,'MAVA930714M39'
20534,10/06/14,139551,'VAAL920907V47'
20535,03/01/12,45651,'MOVI700904M0'
20536,04/09/15,274065,'MOAE780411A37'
20537,01/02/10,400872,'MAMI691130M43'
20538,03/06/13,142576,'MASA900821M59'
20539,12/03/13,434765,'HECM980706H51'
20540,04/02/11,160745,'VEMJ910907V18'
20541,21/02/14,99085,'PEOC061213P40'
20542,08/03/12,387900,'CACN470625C30'
20543,15/05/15,392658,'ESC910112YIW'
20544,31/08/16,317887,'URVC671028V19'
20545,09/06/13,72849,'MOST560917S44'
23502,07/08/13,520283,'PIBA690924P49'
23503,07/11/15,218639,'AGMG560610M20'
23504,05/09/15,129267,'ORPL671004O36'
23505,01/06/11,226876,'GUMX520820M6'
23506,20/05/11,267090,'IZME040618I19'
23507,06/08/16,391342,'GUVL681103G41'
23508,30/12/10,137128,'SODR530507D20'
23509,11/08/15,530558,'VECE631026C18'
23510,29/11/10,64284,'GOPB630303P13'
23511,09/07/11,360255,'PIMA080615P10'
23512,26/11/13,43151,'GACE510328C20'
23513,19/04/14,13458,'GOPO860711P40'
23514,01/09/10,289909,'SOSL490602S45'
23515,07/09/15,222383,'ALON890513A4'
23516,18/06/11,248508,'VACS441029C18'
23517,09/03/14,524084,'GAVM850505G2'
23518,30/04/12,307682,'MOVN840423V45'
23519,16/05/11,271748,'CADB420729D31'
23520,03/07/11,405947,'MAMK620701M35'
23521,06/02/14,278636,'GOFM690219F13'
23522,15/02/13,505933,'CAAH500806A38'
23523,21/10/14,446621,'BAOE860416B19'
23524,14/11/12,341152,'MOLM690228L29'
23525,10/05/12,524763,'DOAA540725A54'
23526,18/03/16,78950,'YECE511011C36'
23527,07/12/13,130177,'RERV660913R21'
23528,15/03/16,422200,'GUDE641224D1'
23529,02/09/13,493505,'MOGG820914M7'
23530,15/12/10,151342,'SIMJ660915M37'
23531,14/04/13,356019,'LOGF430822G9'
23532,09/10/10,400028,'BRPJ841025P46'
23533,20/06/11,460688,'CAVJ800526C55'
23534,26/10/15,271029,'ROFA760618ROF'
23535,28/01/16,98174,'LOAR630622L22'
23536,22/06/15,316554,'CAFC670306F39'
23537,19/08/16,401967,'PRSS680317P0'
23538,10/06/10,197809,'SOGH870820G57'
23539,01/06/10,415960,'VIVF921118V33'
23540,11/01/15,361721,'CRMJ510828M22'
23541,07/03/13,227479,'ROCE070629R51'
23542,30/05/14,203156,'SULH600223L13'
23543,20/10/10,197139,'GODA620209D36'
23544,18/06/12,118368,'COSI610210C13'
23545,17/08/13,439236,'ESGM801108E18'
23546,22/10/13,166282,'CRLB460503L13'
23547,11/11/12,189755,'JIGD850909G35'
23548,07/07/15,326571,'KFC970116WPI'
23549,03/01/15,78673,'PEGN630814PEG'
23550,31/12/14,96661,'ESMI650121E20'
23551,26/03/13,329285,'CACA780214C58'
23552,16/09/12,533609,'FEAV600203A26'
23553,02/11/14,494492,'LUMF510416M13'
23554,27/02/13,128334,'LOOS490724O13'
23555,08/08/11,307791,'PELP921112P17'
23556,17/06/15,267867,'RAED830623E33'
23557,25/04/10,380148,'PEFL621113P37'
23558,22/11/11,30130,'CONM441124N22'
23559,27/03/10,9975,'ORCM651003O16'
23560,15/10/13,269619,'CODA591031D35'
23561,05/04/13,105668,'COL810719HZG'
23562,26/11/13,344194,'PRHC610406P45'
23563,22/01/17,322383,'CAPM600829C41'
23564,01/03/12,415062,'AGNJ670626N7'
23565,21/01/12,415336,'LODJ810920L14'
23566,21/09/16,273367,'CRHG650606H59'
23567,22/05/15,152586,'ALGO890124A11'
23568,23/09/10,306853,'SOVL891205V24'
23569,26/11/13,1411,'SOCL881101S36'
23570,30/12/11,36468,'SAMR481020M9'
23571,30/03/16,25220,'DEGJ410625G6'
23572,30/09/11,170881,'COSM721104C37'
23573,21/07/15,174463,'SAAL740524SAA'
23574,11/04/12,169415,'FEGP420914G46'
23575,09/05/16,99205,'ARCS941112A54'
23576,11/10/15,291483,'ORIM030905O24'
23577,01/01/13,551537,'CACT541112C1'
23578,03/12/13,439533,'LOLE660311L11'
23579,03/04/15,372025,'MOHM970813M55'
23580,20/04/11,88671,'LIVN040806L20'
23581,21/02/11,147457,'HEPG850110P8'
23582,24/02/13,16175,'MALF020514M37'
23583,15/11/14,283679,'PIBJ640212B12'
23584,25/12/12,335496,'GOMA730330M17'
23585,31/12/13,267061,'PIPN490523P28'
23586,31/05/13,332863,'ARDG690727ARD'
23587,10/12/12,166497,'DEFD840220D52'
23588,27/04/13,417371,'FRBC030430F2'
23589,08/10/14,80859,'PESE881105P32'
23590,24/07/13,184739,'FEVL020410F45'
23591,21/03/15,486315,'ARRV790403A47'
23592,20/02/11,217692,'LOAA630812A38'
23593,22/02/12,429549,'RAPR820911RAP'
23594,12/06/12,279953,'NUSA010628N4'
23595,08/11/13,160908,'SOCA001007S22'
23596,25/04/12,503377,'GABM410912B45'
23597,03/06/12,7402,'CODN430927D54'
23598,08/08/14,466339,'HERH940806H15'
23599,11/03/10,461856,'BOGN621031B4'
23600,09/06/13,166515,'RUSM700329R1'
23601,13/12/11,195102,'BUFP030409BUF'
23602,19/08/13,419572,'ORVL970109ORV'
23603,23/09/12,332965,'NAEM670925E57'
23604,15/09/10,149473,'BAGC670728B28'
23605,02/05/14,50069,'FLLN060217FLL'
23606,14/04/10,290549,'SAEG600315E49'
23607,25/09/13,380025,'LEAJ560311A12'
23608,27/07/13,109866,'SAPJ910307SAP'
23609,07/02/12,334194,'COGP780810C19'
23610,07/03/11,507979,'VIGJ640907G12'
23611,03/05/10,8003,'VILM630521V6'
23612,06/07/12,543501,'CEHJ641118H21'
23613,02/09/13,535808,'VEMM070814V23'
23614,27/07/15,260864,'BOFJ600106BOF'
23615,16/04/11,471109,'RES900823ZSV'
23616,05/04/10,68983,'GISM020719G9'
23617,31/03/10,137828,'VEVG701016V12'
23618,13/09/11,16028,'FUAR631121F0'
23619,24/04/13,398921,'MAYA640509Y43'
23620,21/02/14,561761,'PEBG030603P47'
23621,14/12/12,78929,'SARO910627S12'
23622,28/02/13,453391,'PESA661029S33'
23623,17/07/14,439478,'PARI491227R40'
23624,03/03/17,308953,'IBLM700605I7'
23625,11/12/14,263045,'CHT811126KLI'
23626,10/03/10,150704,'PISM660716PIS'
23627,31/12/11,147332,'URJO590820J31'
23628,07/02/14,278207,'REVA530614V35'
23629,07/06/13,185501,'CACE840720C39'
23630,18/01/15,2360,'DEFS670725F43'
23631,27/02/14,550750,'POCA430913C44'
23632,23/08/13,374668,'LECE011120L5'
23633,05/12/10,335582,'HOS980310OTI'
23634,29/05/12,153118,'EMP090822YIH'
23635,11/02/10,366026,'YELM781005L22'
23636,17/01/11,497679,'DENN450905N8'
23637,19/02/12,284081,'SAHS881226H39'
23638,01/03/15,287106,'PAIB830708P8'
23639,24/01/11,89550,'ARGS720513A59'
23640,21/12/13,208468,'LESU910914L19'
23641,03/04/11,162216,'COL890303OTV'
23642,13/04/11,135729,'DOLL921017DOL'
23643,27/06/10,8926,'DECE830716D58'
23644,10/09/15,139338,'INS800222UGS'
23645,12/05/11,281621,'ESC900612KOY'
23646,21/12/16,77419,'BODE030513B38'
23647,03/08/10,31630,'OCOE470712O6'
23648,09/04/16,517886,'LUAI920913L13'
23649,26/02/17,413554,'GOOT830426G57'
23650,23/03/16,420983,'VENH481207N31'
23651,20/10/14,428935,'NUGE601127G7'
23652,15/06/10,147518,'VALL460111L35'
23653,17/12/13,273137,'IBML860208I50'
23654,09/01/12,326383,'GASE700223G16'
23655,06/07/13,87479,'VICA471111C43'
23656,17/05/14,161438,'FENM751002F44'
23657,08/12/16,109487,'FUCE720711F16'
23658,10/06/13,82048,'DIMM780518M40'
23659,26/03/16,250906,'COSA670825S40'
23660,18/06/15,223562,'GAPH030404G56'
23661,06/02/10,454635,'BRCN780825C6'
23662,17/04/13,400701,'DEPM831124P36'
23663,30/08/10,264306,'LECE990429L59'
23664,19/09/11,272409,'CAME400903M50'
23665,12/04/16,240290,'GAAA070905G1'
23666,31/03/12,477302,'SASP671020S47'
23667,31/10/15,435271,'FEPJ430106P8'
23668,02/08/14,251447,'MAVA690219V33'
23669,30/01/10,363192,'BOML600929M45'
23670,19/06/11,298584,'MIPL511123P18'
23671,21/06/15,328390,'MARJ510205R41'
23672,26/08/12,470238,'PACE530408C32'
23673,02/11/13,74413,'ORCN810914O35'
23674,07/09/12,6145,'PACO621126C9'
23675,25/03/12,529550,'OLGA780103O19'
23676,12/02/17,344104,'OCDM670429D37'
23677,06/04/14,88084,'LAB100218OQR'
23678,26/03/17,380363,'SOBA640822B8'
23679,24/11/10,396096,'NEFM560618F24'
23680,16/05/10,434493,'CRJF710905C7'
23681,20/09/13,276565,'HIMP771109M13'
23682,24/09/10,438473,'MAMS991012M18'
23683,10/12/14,184589,'ALZB650815A53'
23684,07/01/15,340216,'ARGA630514G1'
23685,08/12/10,366311,'ESDX660416D51'
23686,10/04/10,299619,'LLAG100211L44'
23687,10/06/13,79315,'VAVJ950207V28'
23688,27/11/16,408113,'CADA400224D58'
23689,04/08/10,34679,'ROAP791017A8'
23690,27/04/13,358067,'VACD780228VAC'
23691,11/10/11,29643,'HIHM630413HIH'
23692,15/12/15,391686,'SAMW541127M42'
23693,22/12/16,310325,'FEDA860926F11'
23694,13/02/11,38999,'IZDR720715I1'
23695,12/06/11,349699,'COIN950824C38'
23696,01/09/12,38316,'GAME520410M31'
23697,08/12/11,371903,'PAOM911009P21'
23698,25/01/11,101602,'GODC910219G49'
23699,20/04/11,272441,'NAFJ840922N57'
23700,11/09/12,342749,'NARJ621010R20'
23701,08/05/14,16352,'ALME440511M53'
23702,22/07/10,172270,'COVL630530C21'
